8.437500000000000989e-04,4.145122813394553317e-04,-7.468048617019701959e-04
8.437500000000000989e-04,3.902166915830346879e-04,-7.204518740244014556e-04
-4.195782900809409167e-03,-5.983986256678104285e-03,-3.928833184338849371e-03
8.437500000000000989e-04,3.424140690078685705e-04,-6.653189699640552849e-04
8.437500000000000989e-04,3.188736520267981757e-04,-6.366417994680676666e-04
8.437500000000000989e-04,2.955571391689073039e-04,-6.072755229382653924e-04
8.437500000000000989e-04,2.724921587064646836e-04,-5.771351092959257131e-04
8.124999999999998543e-04,4.088076187049297008e-04,-7.643620079773885906e-04
8.124999999999998543e-04,3.844884297992793871e-04,-7.380816510128954165e-04
8.124999999999998543e-04,3.604432212602955718e-04,-7.109580691844027056e-04
8.124999999999998543e-04,3.366633592528947517e-04,-6.830178347040113777e-04
8.124999999999998543e-04,3.131085525466842812e-04,-6.543849512281918511e-04
8.124999999999998543e-04,2.897857082097317761e-04,-6.250381609872635198e-04
8.124999999999998543e-04,2.666977041870650890e-04,-5.949686065771927438e-04
8.124999999999998543e-04,2.439136111593561763e-04,-5.639637103011728133e-04
8.124999999999998543e-04,2.213655096239445857e-04,-5.322325068943971121e-04
8.124999999999998543e-04,1.990533995808296667e-04,-4.997749963568655319e-04
8.124999999999998543e-04,1.769605889488495821e-04,-4.666425516319729788e-04
8.124999999999998543e-04,1.551832010919396306e-04,-4.325393354249969821e-04
8.124999999999998543e-04,1.336527409184328353e-04,-3.976761539519373177e-04
8.124999999999998543e-04,1.123611501822513096e-04,-3.620778079440882969e-04
8.124999999999998543e-04,9.129921945930487628e-05,-3.257726410943571774e-04
8.124999999999998543e-04,7.051184469203107302e-05,-2.886224778998199665e-04
8.124999999999998543e-04,5.002435179667613478e-05,-2.505493732049806754e-04
8.124999999999998543e-04,2.976076302450027911e-05,-2.117871624763266740e-04
8.124999999999998543e-04,9.745828702744930823e-06,-1.722596720391689348e-04
8.124999999999998543e-04,-1.004692826284813719e-05,-1.320483900106166097e-04
8.124999999999998543e-04,-2.950239007115792664e-05,-9.079902022932543986e-05
8.124999999999998543e-04,-4.871668008612029877e-05,-4.880739999001789591e-05
8.124999999999998543e-04,-6.768979830773551786e-05,-6.073529292693889724e-06
7.812500000000000434e-04,4.033441278637514126e-04,-7.811769037947905977e-04
7.812500000000000434e-04,3.790260901361123050e-04,-7.548930038686839893e-04
7.812500000000000434e-04,3.549739745290613618e-04,-7.277906798098718842e-04
7.812500000000000434e-04,3.311883566316044573e-04,-6.998681601375478364e-04
7.812500000000000434e-04,3.076185846112483623e-04,-6.712813351627029560e-04
7.812500000000000434e-04,2.842813505491557815e-04,-6.419788319419427163e-04
7.812500000000000434e-04,2.611887418144442701e-04,-6.119234493783256776e-04
7.812500000000000434e-04,2.383994684856849573e-04,-5.809344964295663641e-04
7.812500000000000434e-04,2.158300701570660548e-04,-5.492688378126393605e-04
7.812500000000000434e-04,1.935047215668222662e-04,-5.168520713336623293e-04
7.812500000000000434e-04,1.714084574008085905e-04,-4.837302554936101333e-04
7.812500000000000434e-04,1.496270404208594178e-04,-4.496394396522812109e-04
7.812500000000000434e-04,1.280764346321565167e-04,-4.148382600074567556e-04
7.812500000000000434e-04,1.067819659509469893e-04,-3.792487714036413206e-04
7.812500000000000434e-04,8.571773287197815747e-05,-3.429506904771371240e-04
7.812500000000000434e-04,6.491942191359791026e-05,-3.058341854179275933e-04
7.812500000000000434e-04,4.443077784023176597e-05,-2.677646236847017907e-04
7.812500000000000434e-04,2.416603789004469747e-05,-2.290059559176611966e-04
7.812500000000000434e-04,4.149952390278149905e-06,-1.894820084421169188e-04
7.812500000000000434e-04,-1.564280457531491811e-05,-1.492707264135645937e-04
7.812500000000000434e-04,-3.509826638362470756e-05,-1.080213566322734238e-04
7.812500000000000434e-04,-5.430334697449744482e-05,-6.600139270005833756e-05
7.812500000000000434e-04,-7.327646519611266391e-05,-2.326752200273432799e-05
7.812500000000000434e-04,-9.200783603537459839e-05,2.021037063341268479e-05
7.500000000000001240e-04,3.980786396405004571e-04,-7.973824102146802751e-04
7.500000000000001240e-04,3.737536948447941132e-04,-7.711197680582543811e-04
7.500000000000001240e-04,3.496952477586814825e-04,-7.440369302883163274e-04
7.500000000000001240e-04,3.258866063010005111e-04,-7.161852698482610744e-04
7.500000000000001240e-04,3.023024445555043405e-04,-6.876427318935842857e-04
7.500000000000001240e-04,2.789508207682717383e-04,-6.583845156929920292e-04
7.500000000000001240e-04,2.558616655675938450e-04,-6.283185042445346875e-04
7.500000000000001240e-04,2.330505198566216172e-04,-5.973968675664307346e-04
7.500000000000001240e-04,2.104765168159578904e-04,-5.657453807959575767e-04
7.500000000000001240e-04,1.881471391026749078e-04,-5.333410146826275114e-04
7.500000000000001240e-04,1.660295781434539201e-04,-5.002847436324240130e-04
7.500000000000001240e-04,1.442452832184767323e-04,-4.662027851951287306e-04
7.500000000000001240e-04,1.226917994847458431e-04,-4.314104629543379153e-04
7.500000000000001240e-04,1.013858190234242552e-04,-3.958564039666569319e-04
7.500000000000001240e-04,8.031928358843299775e-05,-3.595654089633795497e-04
7.500000000000001240e-04,5.952787969811998686e-05,-3.224276461344894131e-04
7.500000000000001240e-04,3.902945061165860466e-05,-2.843881995749778565e-04
7.500000000000001240e-04,1.876355948346033011e-05,-2.456330747695507238e-04
7.500000000000001240e-04,-1.262311029401455348e-06,-2.061392424677207190e-04
7.500000000000001240e-04,-2.104700974891609454e-05,-1.659031597078742724e-04
7.500000000000001240e-04,-4.050247155722588399e-05,-1.246537899265830890e-04
7.500000000000001240e-04,-5.971618598318265310e-05,-8.266039820646882788e-05
7.500000000000001240e-04,-7.867951919170263430e-05,-3.989641233543055542e-05
7.500000000000001240e-04,-9.740973885295336272e-05,3.585023262329901841e-06
7.187499999999999879e-04,3.930128808021935349e-04,-8.129732127946376341e-04
7.187499999999999879e-04,3.686637612682518638e-04,-7.867849728320940777e-04
7.187499999999999879e-04,3.445989827030775999e-04,-7.597216213510298586e-04
